,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,0.13425390113174188,0.003657151991017894,0.008423566841336785,0.004035647858212986,0.09547883177920298,0.1312228852987276,0.09098471382563314,-0.03953956726307757,-0.07258649240711168,0.2613807790820102,-0.014347803301724672,-0.07934583684813062,-0.026906696468422107,0.17065666850153957,0.08617131831985803,0.061313899729599323,0.1928883523594266,0.14995552610887175,0.038979567088237535,0.07462152543630403,0.135573922793234,0.12302565350303069
1,0.003657151991017558,0.1491671427213701,0.07067091597588308,0.1804891953678577,0.07103349008350758,0.0072861957802863924,0.08267292828515291,0.16229897868881707,-0.03201806410383706,-0.09929628668764603,0.2010209030668963,0.1823870132856721,0.15771055572148718,-0.11040829314312567,0.08336517900539572,0.06535285998117545,-0.04115611050004076,-0.0582813151173625,0.07632746345423588,-0.07287786221714293,-0.16104714141477114,0.05706576429807356
2,0.008423566841337424,0.07067091597588267,0.10588632227722242,-0.02044173403940469,0.0655306418478873,0.028170190871180167,0.06751002534850883,-0.0739091226963378,0.197342498332798,-0.016266348669223104,0.03277474401986695,0.08872791859210429,0.042006029407830804,0.08476128015972291,0.06932039633356869,0.010352698641755198,0.023008215284240373,0.14995504176886534,0.1116423112660048,0.054518041767968345,0.04051256364867101,0.1721500406339917
3,0.004035647858212678,0.18048919536785377,-0.020441734039410544,0.693496059080868,-0.18501918412026,-0.355526844189495,0.19013461444299318,0.6938436603780551,-0.468074504375655,-0.10521449139415567,0.5361129851666282,0.24473794974429408,0.3882332014346906,-0.34270649437447837,-0.0171545238910554,0.3616191196015812,-0.23057616657212482,-0.48691257973338575,0.05062619926558597,-0.3482610366659388,-0.5365713365966167,-0.16358021367280562
4,0.09547883177921519,0.07103349008350716,0.06553064184787147,-0.18501918412025734,0.3679257123105895,0.431175133319927,0.03347468450036682,-0.15251883635514982,0.06296971020040312,0.10927867811533075,-0.08833948837972,0.01853084793475839,-0.09254818880983913,0.0672336517020712,0.14879756829650317,-0.15723509742881392,0.26416517366907516,0.26456538689543835,-0.01886133801773207,0.15076569005811097,0.15824780943758296,0.17491027392643332
5,0.13122288529873227,0.007286195780286486,0.02817019087118086,-0.3555268441895083,0.43117513331992985,0.6039971062451016,-0.033713800611595186,-0.32452414800152796,0.037445199528761686,0.21535850380082366,-0.23573396723143022,-0.09730600195836366,-0.22080974623852312,0.1670996037810111,0.16353342520886557,-0.23880101387607636,0.39091797988528126,0.373144878573354,-0.07436557307433526,0.23103575691491335,0.3344119151297528,0.17538434397536828
6,0.09098471382564362,0.08267292828515434,0.06751002534850371,0.19013461444299642,0.033474684500365504,-0.03371380061159502,0.1816978379063027,0.12574761266317314,-0.022942497030500334,0.15557652942743855,0.15709221519814448,0.057404530317936873,0.12222545717439118,0.09104897674467755,0.07655332291192253,0.1583780096372642,0.07309706070227212,0.06285238905376296,0.11950559660987314,0.016083784998702014,-0.03643910208471275,0.17084094189543506
7,-0.03953956726307793,0.1622989786888169,-0.07390912269633684,0.6938436603780744,-0.15251883635514737,-0.32452414800152646,0.12574761266317291,0.8198004469781226,-0.5690987107171815,-0.21727102443712687,0.5177537817872859,0.2605019725794412,0.3514912384695351,-0.5390285654434096,-0.08631986284951507,0.27092902307628053,-0.2912950612717506,-0.6148627963271548,-0.09827635629251001,-0.43605013753193145,-0.6426338880747828,-0.3342058286783447
8,-0.07258649240711221,-0.03201806410383747,0.19734249833278428,-0.46807450437565734,0.06296971020040226,0.03744519952876177,-0.022942497030500376,-0.5690987107171803,0.7975337736670528,-0.08916170811010433,-0.2891970401947057,0.015605518850431679,-0.1361678822361025,0.33652749614135885,0.026919209106947246,-0.20143581037644817,0.009874474678488678,0.48721451809704786,0.1839363836343684,0.3116151862467216,0.3275174062069755,0.3722131280258774
9,0.2613807790820111,-0.09929628668764628,-0.01626634866922327,-0.10521449139415609,0.10927867811532986,0.21535850380082389,0.1555765294274389,-0.2172710244371265,-0.08916170811010433,0.7387869421382993,-0.15543203009467588,-0.30144528712341034,-0.1368344690029434,0.48805317404729376,0.12063684612242205,0.13830130575688626,0.42417242092512414,0.3733453179111621,0.09343006894839742,0.2829249472337161,0.4194374791182264,0.26601290788061793
10,-0.014347803301725125,0.20102090306689557,0.032774744019863876,0.5361129851666161,-0.08833948837971999,-0.23573396723142964,0.15709221519814243,0.5177537817872868,-0.2891970401947057,-0.15543203009467582,0.48674933408952886,0.27633163055901255,0.34914014232349183,-0.3032021140459191,0.03772272022917574,0.2578082876194344,-0.1976232478507964,-0.3554403517780599,0.09408029076477606,-0.25546136026261773,-0.44387855133360865,-0.08922088107272975
11,-0.07934583684813054,0.1823870132856631,0.08872791859210512,0.24473794974428767,0.018530847934758007,-0.09730600195836388,0.05740453031793885,0.2605019725794393,0.015605518850431797,-0.30144528712341123,0.27633163055901133,0.31289500211589877,0.22076342366270668,-0.2740792187370889,0.027484110247950375,0.03793583504141575,-0.21284542398886105,-0.18499582188651928,0.05099860027981837,-0.17619377152236013,-0.31423320195309895,-0.040145337227902214
12,-0.02690669646842191,0.15771055572148568,0.04200602940783266,0.38823320143469736,-0.09254818880983924,-0.2208097462385253,0.12222545717438996,0.3514912384695351,-0.13616788223610285,-0.13683446900294316,0.3491401423234941,0.2207634236627055,0.3149591724590679,-0.20463360738044672,0.01361473646823397,0.2055347688351749,-0.17706702575575095,-0.25794504225572634,0.09408526516247358,-0.12141627192986622,-0.3542949671311154,-0.03259094124508049
13,0.17065666850154568,-0.11040829314312403,0.08476128015971973,-0.34270649437447304,0.06723365170207087,0.16709960378101166,0.09104897674467617,-0.5390285654434096,0.33652749614136135,0.48805317404729526,-0.3032021140459205,-0.2740792187370875,-0.20463360738044345,0.7002346404994024,0.1642595013473225,0.060185490595796205,0.3803075315952329,0.5941237692192238,0.16328467830508162,0.3858338948797575,0.6014892487637187,0.4387227585899276
14,0.08617131831985642,0.08336517900539372,0.06932039633356761,-0.01715452389105511,0.1487975682965025,0.16353342520886469,0.07655332291192343,-0.08631986284951476,0.026919209106947315,0.12063684612242202,0.03772272022917578,0.02748411024795039,0.01361473646823413,0.16425950134732464,0.21547615722829433,0.03958953060064344,0.15514552231160644,0.19006237980231513,0.08748071144627179,0.07478448662485523,0.16450801536727075,0.18618195330071194
15,0.06131389972959909,0.0653528599811747,0.010352698641756225,0.3616191196015856,-0.15723509742881597,-0.23880101387607694,0.1583780096372652,0.2709290230762799,-0.20143581037644684,0.13830130575688632,0.2578082876194336,0.037935835041415386,0.2055347688351752,0.06018549059579617,0.03958953060064366,0.34086530321381736,-0.02942265887480137,-0.12408908127485,0.11733403853447111,-0.050729749253782756,-0.13519768287806666,0.03429153183667529
16,0.19288835235942578,-0.04115611050004059,0.0230082152842406,-0.23057616657212526,0.26416517366907694,0.3909179798852808,0.0730970607022723,-0.291295061271751,0.00987447467848858,0.4241724209251241,-0.19762324785079644,-0.21284542398886053,-0.1770670257557514,0.380307531595231,0.15514552231160636,-0.02942265887480143,0.532962314177084,0.4165979373107177,0.027120651132525708,0.25552092811593186,0.42918727109695515,0.21555899914039742
17,0.14995552610887208,-0.05828131511736211,0.14995504176887267,-0.48691257973337854,0.2645653868954351,0.3731448785733535,0.06285238905376302,-0.6148627963271553,0.4872145180970491,0.37334531791116204,-0.3554403517780583,-0.1849958218865188,-0.257945042255727,0.5941237692192245,0.19006237980231638,-0.12408908127484965,0.4165979373107177,0.7212812130244383,0.15731705554923917,0.40106733098218433,0.6162379725442297,0.5152705915491005
18,0.03897956708823721,0.07632746345423545,0.11164231126600344,0.05062619926558595,-0.018861338017732394,-0.07436557307433503,0.1195055966098729,-0.09827635629250996,0.18393638363436834,0.09343006894839749,0.09408029076477616,0.050998600279818215,0.09408526516247365,0.16328467830508178,0.08748071144627174,0.11733403853447096,0.02712065113252573,0.15731705554923914,0.5008254376687107,0.0799315801685823,0.057399700997394394,0.2068916625844284
19,0.07462152543630456,-0.07287786221714267,0.05451804176796755,-0.34826103666593766,0.15076569005811105,0.2310357569149134,0.016083784998702066,-0.43605013753193184,0.31161518624672124,0.28292494723371603,-0.25546136026261745,-0.1761937715223601,-0.1214162719298663,0.3858338948797568,0.07478448662485523,-0.05072974925378268,0.2555209281159319,0.40106733098218433,0.07993158016858229,0.6024584605432541,0.352198027228624,0.2639509574817401
20,0.13557392279323338,-0.1610471414147713,0.040512563648671,-0.5365713365966149,0.15824780943758263,0.33441191512975327,-0.03643910208471281,-0.6426338880747827,0.3275174062069754,0.4194374791182264,-0.44387855133360876,-0.31423320195309873,-0.3542949671311155,0.6014892487637196,0.1645080153672703,-0.13519768287806677,0.4291872710969553,0.6162379725442297,0.05739970099739438,0.3521980272286241,0.7697283191381826,0.2968193318192016
21,0.12302565350303069,0.05706576429807356,0.1721500406339917,-0.16358021367280562,0.17491027392643332,0.17538434397536828,0.17084094189543506,-0.3342058286783447,0.3722131280258774,0.26601290788061793,-0.08922088107272975,-0.040145337227902214,-0.03259094124508049,0.4387227585899276,0.18618195330071194,0.03429153183667529,0.21555899914039742,0.5152705915491005,0.2068916625844284,0.2639509574817401,0.2968193318192016,1.0
